timestamp,ambient_light_lux,occupancy_count,motion_detected,hour,Current Light Lumen,GT - Target,User Input,trigger,ambient_base_lux,lamp_lux
2026-05-23T07:00:00,145.4,0,FALSE,7.0000,0,0-0,None,scheduled_30m,145.4,0.0
2026-05-23T07:30:00,55.4,0,FALSE,7.5000,0,0-0,None,scheduled_30m,55.4,0.0
2026-05-23T08:00:00,263.1,0,FALSE,8.0000,0,0-0,None,scheduled_30m,263.1,0.0
2026-05-23T08:30:00,271.0,1,FALSE,8.5000,0,0-0,None,scheduled_30m,271.0,0.0
2026-05-23T09:00:00,374.8,1,FALSE,9.0000,0,0-948,None,scheduled_30m,374.8,0.0
2026-05-23T09:30:00,326.9,1,FALSE,9.5000,191,0-1502,None,scheduled_30m,301.7,25.2
2026-05-23T10:00:00,309.7,1,FALSE,10.0000,745,672-2186,None,scheduled_30m,211.4,98.3
2026-05-23T10:30:00,497.5,1,FALSE,10.5000,1429,0-1447,None,scheduled_30m,308.9,188.6
2026-05-23T11:00:00,352.0,1,FALSE,11.0000,690,297-1811,None,scheduled_30m,260.9,91.1
2026-05-23T11:30:00,376.7,0,FALSE,11.5000,1054,0-0,None,scheduled_30m,237.6,139.1
2026-05-23T12:00:00,168.2,0,FALSE,12.0000,0,0-0,None,scheduled_30m,168.2,0.0
2026-05-23T12:30:00,2190.8,0,FALSE,12.5000,0,0-0,None,scheduled_30m,2190.8,0.0
2026-05-23T13:00:00,548.0,1,FALSE,13.0000,0,0-0,None,scheduled_30m,548.0,0.0
2026-05-23T13:30:00,238.8,1,TRUE,13.5000,0,464-1978,None,scheduled_30m,238.8,0.0
2026-05-23T14:00:00,3151.5,0,FALSE,14.0000,1221,0-0,None,scheduled_30m,2990.3,161.2
2026-05-23T14:30:00,208.7,0,FALSE,14.5000,0,0-0,None,scheduled_30m,208.7,0.0
2026-05-23T15:00:00,200.6,0,FALSE,15.0000,0,0-0,None,scheduled_30m,200.6,0.0
2026-05-23T15:30:00,245.3,0,FALSE,15.5000,0,0-0,None,scheduled_30m,245.3,0.0
2026-05-23T16:00:00,254.5,1,FALSE,16.0000,0,0-344,None,scheduled_30m,254.5,0.0
2026-05-23T16:30:00,356.0,1,FALSE,16.5000,0,0-0,None,scheduled_30m,356.0,0.0
2026-05-23T17:00:00,282.7,1,FALSE,17.0000,0,0-131,None,scheduled_30m,282.7,0.0
2026-05-23T17:30:00,459.4,1,TRUE,17.5000,606,0-0,None,scheduled_30m,379.4,80.0
2026-05-23T18:00:00,167.3,1,TRUE,18.0000,0,248-1005,None,scheduled_30m,167.3,0.0
2026-05-23T18:30:00,233.8,1,FALSE,18.5000,627,371-1128,None,scheduled_30m,151.0,82.8
2026-05-23T19:00:00,168.2,0,FALSE,19.0000,750,0-0,None,scheduled_30m,69.2,99.0
2026-05-23T19:30:00,47.2,0,FALSE,19.5000,0,0-0,None,scheduled_30m,47.2,0.0
2026-05-23T20:00:00,32.9,0,FALSE,20.0000,0,0-0,None,scheduled_30m,32.9,0.0
2026-05-23T20:30:00,26.1,0,FALSE,20.5000,0,0-0,None,scheduled_30m,26.1,0.0
2026-05-23T21:00:00,71.4,0,FALSE,21.0000,0,0-0,None,scheduled_30m,71.4,0.0
2026-05-23T21:30:00,46.2,0,FALSE,21.5000,0,0-0,None,scheduled_30m,46.2,0.0
2026-05-23T22:00:00,0.9,0,FALSE,22.0000,0,0-0,None,scheduled_30m,0.9,0.0
2026-05-23T22:30:00,11.6,0,FALSE,22.5000,0,0-0,None,scheduled_30m,11.6,0.0
2026-05-23T23:00:00,14.6,0,FALSE,23.0000,0,0-0,None,scheduled_30m,14.6,0.0
2026-05-23T23:30:00,10.7,0,FALSE,23.5000,0,0-0,None,scheduled_30m,10.7,0.0
2026-05-24T00:00:00,18.9,0,FALSE,0.0000,0,0-0,None,scheduled_30m,18.9,0.0
2026-05-24T00:30:00,12.0,0,FALSE,0.5000,0,0-0,None,scheduled_30m,12.0,0.0
2026-05-24T01:00:00,19.1,0,FALSE,1.0000,0,0-0,None,scheduled_30m,19.1,0.0
2026-05-24T01:30:00,6.0,0,FALSE,1.5000,0,0-0,None,scheduled_30m,6.0,0.0
2026-05-24T01:39:19,20.4,0,TRUE,1.6553,0,0-0,None,event_motion_start,20.4,0.0
2026-05-24T02:00:00,4.0,0,TRUE,2.0000,0,0-0,None,scheduled_30m,4.0,0.0
2026-05-24T02:30:00,28.8,0,TRUE,2.5000,0,0-0,None,scheduled_30m,28.8,0.0
2026-05-24T03:00:00,0.8,0,FALSE,3.0000,0,0-0,None,scheduled_30m,0.8,0.0
2026-05-24T03:30:00,12.1,0,FALSE,3.5000,0,0-0,None,scheduled_30m,12.1,0.0
2026-05-24T04:00:00,23.7,0,FALSE,4.0000,0,0-0,None,scheduled_30m,23.7,0.0
2026-05-24T04:30:00,18.2,0,FALSE,4.5000,0,0-0,None,scheduled_30m,18.2,0.0
2026-05-24T05:00:00,20.0,0,FALSE,5.0000,0,0-0,None,scheduled_30m,20.0,0.0
2026-05-24T05:30:00,13.0,0,FALSE,5.5000,0,0-0,None,scheduled_30m,13.0,0.0
2026-05-24T06:00:00,101.4,0,FALSE,6.0000,0,0-0,None,scheduled_30m,101.4,0.0
2026-05-24T06:30:00,61.0,0,FALSE,6.5000,0,0-0,None,scheduled_30m,61.0,0.0
2026-05-24T07:00:00,200.5,1,TRUE,7.0000,0,0-0,None,scheduled_30m,200.5,0.0
2026-05-24T07:30:00,141.7,2,TRUE,7.5000,0,0-441,None,scheduled_30m,141.7,0.0
2026-05-24T08:00:00,375.7,2,TRUE,8.0000,63,0-0,None,scheduled_30m,367.4,8.3
2026-05-24T08:30:00,226.4,2,TRUE,8.5000,0,0-0,None,scheduled_30m,226.4,0.0
2026-05-24T09:00:00,308.8,2,TRUE,9.0000,0,0-1448,None,scheduled_30m,308.8,0.0
2026-05-24T09:30:00,513.9,2,TRUE,9.5000,691,0-585,None,scheduled_30m,422.7,91.2
2026-05-24T10:00:00,250.7,2,TRUE,10.0000,0,374-1888,None,scheduled_30m,250.7,0.0
2026-05-24T10:30:00,496.4,2,TRUE,10.5000,1131,0-1158,None,scheduled_30m,347.1,149.3
2026-05-24T11:00:00,682.1,2,TRUE,11.0000,401,0-0,None,scheduled_30m,629.2,52.9
2026-05-24T11:30:00,618.3,2,FALSE,11.5000,0,0-0,None,scheduled_30m,618.3,0.0
2026-05-24T12:00:00,537.7,2,TRUE,12.0000,0,0-0,None,scheduled_30m,537.7,0.0
2026-05-24T12:30:00,281.7,2,TRUE,12.5000,0,139-1653,None,scheduled_30m,281.7,0.0
2026-05-24T13:00:00,619.2,2,TRUE,13.0000,896,0-0,None,scheduled_30m,500.9,118.3
2026-05-24T13:30:00,448.6,2,FALSE,13.5000,0,0-389,None,scheduled_30m,448.6,0.0
2026-05-24T14:00:00,293.2,2,FALSE,14.0000,0,0-51,None,scheduled_30m,293.2,0.0
2026-05-24T14:30:00,1226.6,2,FALSE,14.5000,0,0-0,None,scheduled_30m,1226.6,0.0
2026-05-24T15:00:00,675.5,2,FALSE,15.0000,0,0-0,None,scheduled_30m,675.5,0.0
2026-05-24T15:30:00,514.8,2,FALSE,15.5000,0,0-0,None,scheduled_30m,514.8,0.0
2026-05-24T16:00:00,323.5,2,FALSE,16.0000,0,0-0,None,scheduled_30m,323.5,0.0
2026-05-24T16:30:00,325.3,2,FALSE,16.5000,0,0-0,None,scheduled_30m,325.3,0.0
2026-05-24T17:00:00,172.8,2,FALSE,17.0000,0,207-963,None,scheduled_30m,172.8,0.0
2026-05-24T17:30:00,248.3,2,FALSE,17.5000,585,220-976,None,scheduled_30m,171.1,77.2
2026-05-24T18:00:00,114.2,1,FALSE,18.0000,598,1249-2005,None,scheduled_30m,35.3,78.9
2026-05-24T18:30:00,285.1,1,TRUE,18.5000,1627,983-1739,None,scheduled_30m,70.3,214.8
2026-05-24T19:00:00,247.5,1,FALSE,19.0000,1361,1002-1758,None,scheduled_30m,67.9,179.6
2026-05-24T19:30:00,296.4,2,FALSE,19.5000,1380,650-1407,None,scheduled_30m,114.2,182.2
2026-05-24T20:00:00,362.2,2,TRUE,20.0000,1029,0-557,None,scheduled_30m,226.4,135.8
2026-05-24T20:30:00,164.8,2,FALSE,20.5000,179,446-1203,None,scheduled_30m,141.2,23.6
2026-05-24T21:00:00,352.9,2,TRUE,21.0000,824,0-423,None,scheduled_30m,244.1,108.8
2026-05-24T21:30:00,207.1,2,TRUE,21.5000,45,0-748,None,scheduled_30m,201.2,5.9
2026-05-24T22:00:00,92.8,0,TRUE,22.0000,370,0-0,None,scheduled_30m,44.0,48.8
2026-05-24T22:30:00,7.9,0,FALSE,22.5000,0,0-0,None,scheduled_30m,7.9,0.0
2026-05-24T23:00:00,17.9,0,FALSE,23.0000,0,0-0,None,scheduled_30m,17.9,0.0
2026-05-24T23:30:00,16.1,0,FALSE,23.5000,0,0-0,None,scheduled_30m,16.1,0.0
